602	108680
968	116205
883	115983
665	133094
975	129755
748	82358.79700000001
747	116531
785	101582
745	126344
861	132832
740	101430
854	139735
981	126475
850	111281
845	127196
735	130561
844	132845
616	123443
991	116557
991	134313
868	103436
840	105627
732	128870
870	98654.898
730	91394.20299999999
981	130901
1161	108623
1185	122402
707	112215
865	133478
727	97111.102
833	99062.5
1026	145747
824	102318
823	116653
658	91026.20299999999
1240	129621
714	96692.5
887	114663
1014	128985
1061	115745
637	82809.398
676	95762.20299999999
1055	114533
1291	139524
1046	122552
806	89399.70299999999
1062	127530
900	114259
707	102649
549	133731
1005	126642
792	97461.102
833	126482
820	127478
702	135715
974	131889
1091	141376
729	100052
960	139403
958	118952
699	82892.20299999999
953	139222
548	88805.398
822	128037
628	89980.102
916	119869
922	136408
1098	128215
817	97515.20299999999
776	105482
925	119649
1055	144308
1060	125188
915	98181.398
776	96351.602
687	106634
1116	114955
935	117270
917	122638
774	115769
1130	132967
914	132529
1112	135500
1122	119851
628	99174.398
767	101204
767	112353
1147	122619
903	121906
1140	124944
902	131843
901	103825
827	114965
499	85861.70299999999
1111	128463
947	123107
927	135540
908	115102
619	123495
