778	9886.6396
782	9943.7197
821	9609.5303
660	11678
699	9733.940399999999
788	10708.9
567	8796.2305
626	10218.7
578	10156
635	8559.7305
845	12333.4
854	11925.2
863	13155.7
562	9003.4805
710	11634.6
647	9739.570299999999
903	12430
778	12437.4
592	8618.9805
721	11559.4
1031	11288.8
661	11371.3
1001	12509.8
738	13294.7
864	11954
856	10157.9
727	8526.4697
743	11153
779	8941.7598
781	8826.070299999999
832	12936.3
794	8909.940399999999
1026	11427.6
887	10097.8
721	9167.809600000001
536	8371.3398
903	8694.799800000001
595	12417.6
879	9744.3604
944	11221.9
942	9411.4902
918	11512.8
778	10616
805	12534.9
777	9952.040000000001
574	8803.1299
838	10847.8
550	11325.2
783	10385.4
557	7353.3701
647	9033.320299999999
371	8997.6602
667	9445.6104
615	10265.3
665	11771.4
669	10433.6
863	11722.5
851	12103.4
736	10528.7
739	8696.950199999999
476	7075.0698
840	8087.9502
793	9498.919900000001
951	11662.7
831	10011.5
703	10204.3
1020	11137.8
671	8228.0195
882	11993.2
717	12037.4
1057	11618.5
809	12001
897	9419.440399999999
815	9344.059600000001
761	8898.679700000001
626	7791.8901
765	8745.7803
584	9529.8799
901	10525.5
896	8683.700199999999
681	8842.2305
685	8949.4805
758	9661.4902
910	10013.6
681	8628.8398
759	10067.2
752	9734.6504
688	9152.6602
723	9998.7598
754	10056
1107	11034.4
799	9003.2197
929	8880.330099999999
885	10649
871	10481.3
668	8558.049800000001
670	11470.9
799	10326.7
792	9101.5098
695	9800.7803
