897	53497.699
681	59093.898
888	48866.102
620	47513
887	52035
753	58961.5
753	45231.801
881	61941.398
619	55799.5
529	50248
751	50942.801
750	46808.801
1168	60853.699
864	63064.301
746	56240.301
668	49139.398
1167	60236.301
862	50994.301
861	52175.602
859	63008.398
742	63146.199
855	50041.5
559	56217.699
851	44579.898
739	59481.398
848	54452.398
612	48245.699
841	53263.699
733	50759
838	53147.898
664	45352.801
1008	61720.602
662	51085
729	57440.102
729	50260.602
519	48151.398
827	57039.5
751	44963.5
1161	63386.301
827	50106.801
723	42661
1098	64827.602
1094	45924.801
817	56977.801
817	68175.898
887	44575.398
588	53609.301
816	59987.102
1051	66888.70299999999
890	55029.301
1051	60210
808	56399.398
586	42638.398
805	63457.602
1287	56458.398
1015	52893.699
831	56817.398
798	50364.898
797	52868
509	45906.898
796	51834
705	48193.602
1004	58703.801
635	54731.398
1003	63846
719	48793.301
629	53379.5
983	61762.898
784	59343
628	45998.102
962	57810.5
782	54490.102
580	47107.898
948	54223.602
689	56220.602
946	55825.898
777	53852
456	43546.102
776	51646
687	45085.102
931	49812.5
930	53087.102
775	51134.199
920	59302.699
774	53976.602
626	46066.801
914	56379.5
686	51313.5
913	50547.898
913	61740
770	45233
911	58047.602
684	41895.5
906	58637
904	47520
760	51723.699
567	49087
899	65617.102
623	43209.602
1013	51265.398
